序位	詞彙	詞頻	百萬詞頻	常用詞標V
3001670	西榻取精	1	0.001	
3001671	池本池本	1	0.001	
3001672	基尼俄斯	1	0.001	
3001673	曝風	1	0.001	
3001674	石頭樓	1	0.001	
3001675	基努李維耶	1	0.001	
3001676	瀏海擋	1	0.001	
3001677	頹廢版	1	0.001	
3001678	筍基	1	0.001	
3001679	老腮鬍	1	0.001	
3001680	清秀好	1	0.001	
3001681	赫本迷	1	0.001	
3001682	蕭龍包	1	0.001	
3001683	真俞	1	0.001	
3001684	綺琦	1	0.001	
3001685	八啷	1	0.001	
3001686	金勾包銀	1	0.001	
3001687	翟翾桃之助	1	0.001	
3001688	中亚	1	0.001	
3001689	不能神	1	0.001	
3001690	菱角嘴	1	0.001	
3001691	雙魚堡	1	0.001	
3001692	路寶媽	1	0.001	
3001693	雙包媽	1	0.001	
3001694	維持好是	1	0.001	
3001695	山下從	1	0.001	
3001696	敲門臉	1	0.001	
3001697	臉仙	1	0.001	
3001698	渾圓度	1	0.001	
3001699	陳菊仙	1	0.001	
3001700	騎馬圖	1	0.001	
3001701	遙遙馬	1	0.001	
3001702	八字肉	1	0.001	
3001703	項門	1	0.001	
3001704	健身梗	1	0.001	
3001705	正熟	1	0.001	
3001706	施舒雅	1	0.001	
3001707	底容	1	0.001	
3001708	戒桃	1	0.001	
3001709	遮爾熬	1	0.001	
3001710	聖母盆地	1	0.001	
3001711	希倪千凌	1	0.001	
3001712	頂叫	1	0.001	
3001713	吐露西	1	0.001	
3001714	聖母山莊	1	0.001	
3001715	正幼版	1	0.001	
3001716	椰鯉	1	0.001	
3001717	小椰樓	1	0.001	
3001718	黃育憬	1	0.001	
3001719	伊曼阿布杜爾馬吉德	1	0.001	
3001720	神菊地	1	0.001	
3001721	口澤	1	0.001	
3001722	攝爆臉	1	0.001	
3001723	換臉文	1	0.001	
3001724	不單是	1	0.001	
3001725	謝欠	1	0.001	
3001726	大斡	1	0.001	
3001727	找耍	1	0.001	
3001728	硬妹	1	0.001	
3001729	沙發宅	1	0.001	
3001730	大豪乳	1	0.001	
3001731	橘花凜	1	0.001	
3001732	大高橋凜	1	0.001	
3001733	走整	1	0.001	
3001734	香鎖骨	1	0.001	
3001735	優素射	1	0.001	
3001736	江旻憓	1	0.001	
3001737	吳尊讚	1	0.001	
3001738	均均兒	1	0.001	
3001739	白高美正	1	0.001	
3001740	皮查萌正	1	0.001	
3001741	超胖界	1	0.001	
3001742	大小姨	1	0.001	
3001743	妹皇	1	0.001	
3001744	皮尺量杯	1	0.001	
3001745	芮熙	1	0.001	
3001746	蠟像門	1	0.001	
3001747	圖卡門	1	0.001	
3001748	蔡芳庭	1	0.001	
3001749	健康操隊	1	0.001	
3001750	練舞量	1	0.001	
3001751	身爆	1	0.001	
3001752	如何多惠	1	0.001	
3001753	曾黎俞飛鴻	1	0.001	
3001754	正恩史	1	0.001	
3001755	富察容音	1	0.001	
3001756	非緣勿擾	1	0.001	
3001757	於楚楚	1	0.001	
3001758	卡門乾	1	0.001	
3001759	普聖嫂	1	0.001	
3001760	奶粽	1	0.001	
3001761	娃娃粽	1	0.001	
3001762	化工粽	1	0.001	
3001763	鹼粽粽	1	0.001	
3001764	硼砂粽	1	0.001	
3001765	乳腹粽	1	0.001	
3001766	填充粽	1	0.001	
3001767	塑系	1	0.001	
3001768	塑肉粽	1	0.001	
3001769	矽膠粽	1	0.001	
3001770	人工粽	1	0.001	
3001771	塑食粽	1	0.001	
3001772	嘔瓜	1	0.001	
3001773	好多瓜	1	0.001	
3001774	虎宵	1	0.001	
3001775	援樓	1	0.001	
3001776	謝四樓	1	0.001	
3001777	好讚味	1	0.001	
3001778	求求證	1	0.001	
3001779	莫介	1	0.001	
3001780	演戲機	1	0.001	
3001781	惹梗	1	0.001	
3001782	六鋼	1	0.001	
3001783	摔老	1	0.001	
3001784	歲群	1	0.001	
3001785	表特支	1	0.001	
3001786	大瞇瞇	1	0.001	
3001787	歐同意	1	0.001	
3001788	陳品榛	1	0.001	
3001789	神黑衣	1	0.001	
3001790	單眼卡	1	0.001	
3001791	曹婷涵	1	0.001	
3001792	花虫	1	0.001	
3001793	古月虫	1	0.001	
3001794	殘美	1	0.001	
3001795	沒有家	1	0.001	
3001796	逃家是	1	0.001	
3001797	垂羚	1	0.001	
3001798	暴跌行	1	0.001	
3001799	炒襄	1	0.001	
3001800	姑奶	1	0.001	
3001801	推求門	1	0.001	
3001802	從妹	1	0.001	
3001803	醜派	1	0.001	
3001804	小倩派	1	0.001	
3001805	奈姬	1	0.001	
3001806	頂坐	1	0.001	
3001807	不氣味	1	0.001	
3001808	勾逼	1	0.001	
3001809	本霖	1	0.001	
3001810	了餒	1	0.001	
3001811	惹負推	1	0.001	
3001812	東東紫庭	1	0.001	
3001813	夢乃挖	1	0.001	
3001814	水噹	1	0.001	
3001815	變騷貨	1	0.001	
3001816	超頂翼舞	1	0.001	
3001817	絲絲翼舞	1	0.001	
3001818	直接圖	1	0.001	
3001819	芊郁	1	0.001	
3001820	正朵莉	1	0.001	
3001821	安海粉	1	0.001	
3001822	安柏瑟威	1	0.001	
3001823	海瑟薇休傑克曼金卡黛珊	1	0.001	
3001824	俏皮彈	1	0.001	
3001825	桃木大	1	0.001	
3001826	波波醬	1	0.001	
3001827	五倍璇	1	0.001	
3001828	盧廣誤	1	0.001	
3001829	嗎瑟琴	1	0.001	
3001830	超正多惠	1	0.001	
3001831	芝嬛	1	0.001	
3001832	統治界	1	0.001	
3001833	葉子葉	1	0.001	
3001834	張菁菁	1	0.001	
3001835	翁小柔	1	0.001	
3001836	工呼	1	0.001	
3001837	淫蕩版	1	0.001	
3001838	沈湧吟	1	0.001	
3001839	吳衣潔	1	0.001	
3001840	大退散	1	0.001	
3001841	吳清娥	1	0.001	
3001842	腋聞	1	0.001	
3001843	香又原	1	0.001	
3001844	拇指長	1	0.001	
3001845	傷眼臉	1	0.001	
3001846	克林奶	1	0.001	
3001847	正耐	1	0.001	
3001848	禹超	1	0.001	
3001849	彩綵冞	1	0.001	
3001850	快門車	1	0.001	
3001851	雪芙票	1	0.001	
3001852	香心凌	1	0.001	
3001853	進心凌	1	0.001	
3001854	扁掉灣	1	0.001	
3001855	汪波伊	1	0.001	
3001856	魏靖軒	1	0.001	
3001857	魏可人	1	0.001	
3001858	壓含	1	0.001	
3001859	金豆乳	1	0.001	
3001860	吱吱拉庫	1	0.001	
3001861	田蛙嬤	1	0.001	
3001862	李頂	1	0.001	
3001863	料兒時	1	0.001	
3001864	古川伊織仙	1	0.001	
3001865	黒澀會	1	0.001	
3001866	暗黑照	1	0.001	
3001867	神爪迷	1	0.001	
3001868	大真神人	1	0.001	
3001869	祖平哥海	1	0.001	
3001870	超正大原	1	0.001	
3001871	樂天筠嘻	1	0.001	
3001872	瑜妞	1	0.001	
3001873	河喵	1	0.001	
3001874	塑柱	1	0.001	
3001875	戀塑	1	0.001	
3001876	蘇森	1	0.001	
3001877	仙韓版	1	0.001	
3001878	反骨幫	1	0.001	
3001879	蕉誤	1	0.001	
3001880	奈大姬奈臉	1	0.001	
3001881	馮渝	1	0.001	
3001882	馮清大	1	0.001	
3001883	內文桶	1	0.001	
3001884	推甄卡	1	0.001	
3001885	可藏	1	0.001	
3001886	普哈特利	1	0.001	
3001887	笑原	1	0.001	
3001888	帥紅	1	0.001	
3001889	提攜無愧	1	0.001	
3001890	超婆紗	1	0.001	
3001891	騷娜	1	0.001	
3001892	相撲式	1	0.001	
3001893	班吉卡	1	0.001	
3001894	薛海強	1	0.001	
3001895	歌野心	1	0.001	
3001896	咪肥	1	0.001	
3001897	極品人妻	1	0.001	
3001898	白石苿	1	0.001	
3001899	追彩	1	0.001	
3001900	大普推	1	0.001	
3001901	王冠台女	1	0.001	
3001902	丹丹型	1	0.001	
3001903	千代之	1	0.001	
3001904	富士貢	1	0.001	
3001905	虎虎虎香	1	0.001	
3001906	週小含	1	0.001	
3001907	阿曼達超	1	0.001	
3001908	臧正	1	0.001	
3001909	恰吉臉	1	0.001	
3001910	檔婆	1	0.001	
3001911	香賢兒	1	0.001	
3001912	囡仔幫	1	0.001	
3001913	阿阿阿阿阿阿哎	1	0.001	
3001914	房仲圖	1	0.001	
3001915	蔡貓貓	1	0.001	
3001916	尚譁	1	0.001	
3001917	內衣褲業	1	0.001	
3001918	蔡是隆	1	0.001	
3001919	英倫妹	1	0.001	
3001920	阿書瑋	1	0.001	
3001921	犬門	1	0.001	
3001922	喵吸	1	0.001	
3001923	澀晴	1	0.001	
3001924	瑞雪棒	1	0.001	
3001925	爆映	1	0.001	
3001926	門支語	1	0.001	
3001927	樓戚	1	0.001	
3001928	黃富貴	1	0.001	
3001929	大丸龜	1	0.001	
3001930	魔來葉	1	0.001	
3001931	紀佑潔	1	0.001	
3001932	季推	1	0.001	
3001933	還好正正	1	0.001	
3001934	胡圓	1	0.001	
3001935	重來性	1	0.001	
3001936	霉體業	1	0.001	
3001937	爆騷味	1	0.001	
3001938	正正很正	1	0.001	
3001939	老妮寶	1	0.001	
3001940	露推	1	0.001	
3001941	噴貨	1	0.001	
3001942	肉特王	1	0.001	
3001943	杷杷	1	0.001	
3001944	國師娘	1	0.001	
3001945	金枝利	1	0.001	
3001946	團體態	1	0.001	
3001947	咖推醬	1	0.001	
3001948	做作裝	1	0.001	
3001949	萬伯毅	1	0.001	
3001950	滑壞	1	0.001	
3001951	香骨盆	1	0.001	
3001952	勝文萬安	1	0.001	
3001953	上將門	1	0.001	
3001954	幹露背	1	0.001	
3001955	阿蠻人妻	1	0.001	
3001956	螢幕長	1	0.001	
3001957	朱里哇草	1	0.001	
3001958	木曜蚵布林	1	0.001	
3001959	南部球	1	0.001	
3001960	西南半球	1	0.001	
3001961	友色	1	0.001	
3001962	莢膜欒	1	0.001	
3001963	露禎	1	0.001	
3001964	龜套	1	0.001	
3001965	六指腿	1	0.001	
3001966	巴歐薩庫魯嘎	1	0.001	
3001967	終極病	1	0.001	
3001968	香絲襪片	1	0.001	
3001969	阿瞞魂	1	0.001	
3001970	妻棒	1	0.001	
3001971	童龍休	1	0.001	
3001972	腮煙蟲	1	0.001	
3001973	辜歐噴	1	0.001	
3001974	府趴	1	0.001	
3001975	推完人	1	0.001	
3001976	胡椒姐	1	0.001	
3001977	本田翼真禮	1	0.001	
3001978	翁立粉	1	0.001	
3001979	小項	1	0.001	
3001980	奧濕卡獎	1	0.001	
3001981	林進像	1	0.001	
3001982	腿門	1	0.001	
3001983	求門腿	1	0.001	
3001984	修長版	1	0.001	
3001985	又正年	1	0.001	
3001986	垃圾圖琦	1	0.001	
3001987	羅傑奶	1	0.001	
3001988	肥仔奶	1	0.001	
3001989	徐玄大	1	0.001	
3001990	腰腋	1	0.001	
3001991	鼻子瘦	1	0.001	
3001992	天道紬勤	1	0.001	
3001993	戈界	1	0.001	
3001994	神顏超正	1	0.001	
3001995	李亻	1	0.001	
3001996	圭穎	1	0.001	
3001997	紙真假	1	0.001	
3001998	神宮寺奈緒香	1	0.001	
3001999	穴力	1	0.001	
3002000	帥道	1	0.001	
3002001	訂情曲	1	0.001	
3002002	粉面人	1	0.001	
3002003	老檸粉	1	0.001	
3002004	模特群	1	0.001	
3002005	切西亞	1	0.001	
3002006	排骨隊	1	0.001	
3002007	豬肉秀	1	0.001	
3002008	柚子柚	1	0.001	
3002009	招牌犬	1	0.001	
3002010	淺水服	1	0.001	
3002011	王美臉	1	0.001	
3002012	無線譜	1	0.001	
3002013	做作婆	1	0.001	
3002014	正娃	1	0.001	
3002015	推世	1	0.001	
3002016	讚夭壽	1	0.001	
3002017	小生日快樂	1	0.001	
3002018	奶大妹	1	0.001	
3002019	宅東雲行	1	0.001	
3002020	表特臉	1	0.001	
3002021	優尼優	1	0.001	
3002022	優妮優妮彌	1	0.001	
3002023	少凪醬	1	0.001	
3002024	粉合法	1	0.001	
3002025	朱麗萍	1	0.001	
3002026	大仁妹	1	0.001	
3002027	宸菲	1	0.001	
3002028	郭台子宮	1	0.001	
3002029	普拿利比	1	0.001	
3002030	鵰塑型	1	0.001	
3002031	篠田無尊	1	0.001	
3002032	慘森日向子	1	0.001	
3002033	正大不下	1	0.001	
3002034	壽司妹	1	0.001	
3002035	襄塑	1	0.001	
3002036	白一生	1	0.001	
3002037	大白帝	1	0.001	
3002038	鐵疼他婆	1	0.001	
3002039	红不起	1	0.001	
3002040	普妹隊	1	0.001	
3002041	丑隆	1	0.001	
3002042	皺普	1	0.001	
3002043	外拍讚	1	0.001	
3002044	正清新型	1	0.001	
3002045	門奶	1	0.001	
3002046	調香課	1	0.001	
3002047	發漏出	1	0.001	
3002048	露干	1	0.001	
3002049	婆忙	1	0.001	
3002050	妻界	1	0.001	
3002051	梁媽	1	0.001	
3002052	贛思想	1	0.001	
3002053	表特拉	1	0.001	
3002054	勁讚	1	0.001	
3002055	臭臉夢	1	0.001	
3002056	替入	1	0.001	
3002057	金孫乖	1	0.001	
3002058	美尻咖	1	0.001	
3002059	佐久良咲希	1	0.001	
3002060	冬推	1	0.001	
3002061	粉福	1	0.001	
3002062	健康操粉	1	0.001	
3002063	金多蝦普	1	0.001	
3002064	娜娜茶	1	0.001	
3002065	噁棉	1	0.001	
3002066	籃籃樓	1	0.001	
3002067	原之柱	1	0.001	
3002068	肉瘦版	1	0.001	
3002069	葉配師	1	0.001	
3002070	棒正	1	0.001	
3002071	陳伊強	1	0.001	
3002072	卡凶	1	0.001	
3002073	垂張	1	0.001	
3002074	卡皇太	1	0.001	
3002075	張淑瑛	1	0.001	
3002076	頂油	1	0.001	
3002077	型普	1	0.001	
3002078	伊藤雪舞	1	0.001	
3002079	塑號	1	0.001	
3002080	鎖喉球	1	0.001	
3002081	帥史	1	0.001	
3002082	鎖喉仔	1	0.001	
3002083	詹一生	1	0.001	
3002084	怎受得	1	0.001	
3002085	襄推	1	0.001	
3002086	襄菸推	1	0.001	
3002087	爆口條	1	0.001	
3002088	眼中無敵	1	0.001	
3002089	珉超	1	0.001	
3002090	金髮超	1	0.001	
3002091	郭艾榛	1	0.001	
3002092	寺田莉緒	1	0.001	
3002093	香菊地	1	0.001	
3002094	田中美紗	1	0.001	
3002095	有美久	1	0.001	
3002096	崩勇迷	1	0.001	
3002097	瓜梯	1	0.001	
3002098	咖梯	1	0.001	
3002099	唸書水	1	0.001	
3002100	空懶覺	1	0.001	
3002101	雨朦	1	0.001	
3002102	田中千穗	1	0.001	
3002103	飯岡佳奈	1	0.001	
3002104	咖那醬	1	0.001	
3002105	正酒	1	0.001	
3002106	荒姨阿	1	0.001	
3002107	嬯值	1	0.001	
3002108	醫美資	1	0.001	
3002109	比司吉艾比	1	0.001	
3002110	岸正	1	0.001	
3002111	黃圓媛婆	1	0.001	
3002112	黃萍蘋	1	0.001	
3002113	八九味	1	0.001	
3002114	老申寶	1	0.001	
3002115	忙內正忙	1	0.001	
3002116	毛挪威	1	0.001	
3002117	清純樣	1	0.001	
3002118	何蓁	1	0.001	
3002119	仲祥	1	0.001	
3002120	普嘴型	1	0.001	
3002121	相該	1	0.001	
3002122	後來來出	1	0.001	
3002123	拉正耶	1	0.001	
3002124	吉巴塞隊	1	0.001	
3002125	中舔台	1	0.001	
3002126	臭甲路	1	0.001	
3002127	歐美讚	1	0.001	
3002128	正釣系	1	0.001	
3002129	河北推	1	0.001	
3002130	鬥兒	1	0.001	
3002131	痘兒	1	0.001	
3002132	服顏	1	0.001	
3002133	大花暖	1	0.001	
3002134	沐沐斯容	1	0.001	
3002135	小模照	1	0.001	
3002136	求門麂	1	0.001	
3002137	韓韶喜	1	0.001	
3002138	正真香	1	0.001	
3002139	宇治波葵尻	1	0.001	
3002140	卡卡西葵	1	0.001	
3002141	葉加瀨正雷恩	1	0.001	
3002142	對弈棋	1	0.001	
3002143	靈王帥	1	0.001	
3002144	吳澤園	1	0.001	
3002145	卿卿臉	1	0.001	
3002146	隱肉現	1	0.001	
3002147	高雄相	1	0.001	
3002148	怪怪美	1	0.001	
3002149	迪士尼樓	1	0.001	
3002150	神尪	1	0.001	
3002151	茶葉蛋殼	1	0.001	
3002152	陶推	1	0.001	
3002153	婆冬寶	1	0.001	
3002154	婆老冬寶	1	0.001	
3002155	捌捌玖	1	0.001	
3002156	吊打菸	1	0.001	
3002157	正河豚	1	0.001	
3002158	讚咩燒桿	1	0.001	
3002159	真假型	1	0.001	
3002160	生日快樂正	1	0.001	
3002161	襄殺隊	1	0.001	
3002162	襄團	1	0.001	
3002163	普雷波	1	0.001	
3002164	娥婆	1	0.001	
3002165	戈推	1	0.001	
3002166	臭惱	1	0.001	
3002167	朱家緯	1	0.001	
3002168	奶斜	1	0.001	
3002169	鼻業	1	0.001	
3002170	韓系妝	1	0.001	
3002171	湘菱	1	0.001	
3002172	申熊族	1	0.001	
3002173	天菜甲味	1	0.001	
3002174	舌潾	1	0.001	
3002175	老純寶	1	0.001	
3002176	鄧子琪	1	0.001	
3002177	尚可像	1	0.001	
3002178	普星漢	1	0.001	
3002179	夕蒿吐鷺鷥	1	0.001	
3002180	超正陳	1	0.001	
3002181	讚吹成	1	0.001	
3002182	腰身頂	1	0.001	
3002183	安齋凪	1	0.001	
3002184	拓海樓	1	0.001	
3002185	夕世奶	1	0.001	
3002186	臉長壞	1	0.001	
3002187	朔風野	1	0.001	
3002188	豆門	1	0.001	
3002189	星麻里亞藏	1	0.001	
3002190	選擇儀	1	0.001	
3002191	東調西調	1	0.001	
3002192	夢乃阿	1	0.001	
3002193	瑟楓富	1	0.001	
3002194	安達讚	1	0.001	
3002195	原來葵	1	0.001	
3002196	夢乃菜	1	0.001	
3002197	霸辜	1	0.001	
3002198	巴提斯塔把	1	0.001	
3002199	真塑棒	1	0.001	
3002200	恰偶	1	0.001	
3002201	關珞瑛	1	0.001	
3002202	山河令紅	1	0.001	
3002203	公關文山河令	1	0.001	
3002204	騷老	1	0.001	
3002205	還珍	1	0.001	
3002206	邵普妹	1	0.001	
3002207	咖啡網	1	0.001	
3002208	老補血	1	0.001	
3002209	大三不五時	1	0.001	
3002210	哦喔喔喔	1	0.001	
3002211	蒿搭	1	0.001	
3002212	卡粉專	1	0.001	
3002213	戲許	1	0.001	
3002214	唄姬單	1	0.001	
3002215	許不耐	1	0.001	
3002216	邵許	1	0.001	
3002217	路許	1	0.001	
3002218	月工邵	1	0.001	
3002219	虎推	1	0.001	
3002220	威漬爪	1	0.001	
3002221	唉帥	1	0.001	
3002222	總欸帥	1	0.001	
3002223	短髮讚	1	0.001	
3002224	貧現	1	0.001	
3002225	美顏王	1	0.001	
3002226	容甜	1	0.001	
3002227	正腋推	1	0.001	
3002228	李承洨	1	0.001	
3002229	維京帽	1	0.001	
3002230	黑絲套	1	0.001	
3002231	加分業	1	0.001	
3002232	拉票葉	1	0.001	
3002233	老奈寶	1	0.001	
3002234	姬奈必	1	0.001	
3002235	可奈姬讚	1	0.001	
3002236	缩影	1	0.001	
3002237	史巴托豐	1	0.001	
3002238	無罩式	1	0.001	
3002239	推盛	1	0.001	
3002240	出門見面	1	0.001	
3002241	推車貞淑	1	0.001	
3002242	少奶奶型	1	0.001	
3002243	彥豐痾	1	0.001	
3002244	普短	1	0.001	
3002245	狂粿粉	1	0.001	
3002246	讚賢	1	0.001	
3002247	東鬧	1	0.001	
3002248	西鬧	1	0.001	
3002249	開門正太	1	0.001	
3002250	黃妖師城	1	0.001	
3002251	東神通	1	0.001	
3002252	喜番尼	1	0.001	
3002253	清新正	1	0.001	
3002254	盧子昀	1	0.001	
3002255	襄正	1	0.001	
3002256	天然城	1	0.001	
3002257	綠茶襄	1	0.001	
3002258	辜推	1	0.001	
3002259	醜寧	1	0.001	
3002260	尼明理	1	0.001	
3002261	莊鈴	1	0.001	
3002262	真心正正	1	0.001	
3002263	戈人	1	0.001	
3002264	涼解	1	0.001	
3002265	褻主	1	0.001	
3002266	羌拿	1	0.001	
3002267	血貞	1	0.001	
3002268	鳥心證	1	0.001	
3002269	暗板規	1	0.001	
3002270	天鵝婆	1	0.001	
3002271	九一九一九一九一	1	0.001	
3002272	嘟什麼	1	0.001	
3002273	告解門	1	0.001	
3002274	赤鬼伯	1	0.001	
3002275	巨乳峰	1	0.001	
3002276	馬蚤氣	1	0.001	
3002277	日系杯	1	0.001	
3002278	雈以	1	0.001	
3002279	右右右三	1	0.001	
3002280	笮袇	1	0.001	
3002281	原能神	1	0.001	
3002282	業表	1	0.001	
3002283	小金裕貞	1	0.001	
3002284	眼科裕貞	1	0.001	
3002285	麻希窩	1	0.001	
3002286	元慈妹	1	0.001	
3002287	否斯	1	0.001	
3002288	工事煙	1	0.001	
3002289	千夏芳根	1	0.001	
3002290	雛石原聰美	1	0.001	
3002291	七瀨類	1	0.001	
3002292	表特版史	1	0.001	
3002293	阿翔普	1	0.001	
3002294	門狂	1	0.001	
3002295	自捧自銷	1	0.001	
3002296	卯水咲流	1	0.001	
3002297	乓尬	1	0.001	
3002298	大澤安	1	0.001	
3002299	馬洗晶愛麗啦	1	0.001	
3002300	大澤時	1	0.001	
3002301	大澤祐香	1	0.001	
3002302	金愛麗	1	0.001	
3002303	正正正翻	1	0.001	
3002304	南美王	1	0.001	
3002305	阿乙級	1	0.001	
3002306	約威	1	0.001	
3002307	神白女	1	0.001	
3002308	孕力	1	0.001	
3002309	尻胸	1	0.001	
3002310	修騙版	1	0.001	
3002311	妈佛版	1	0.001	
3002312	吉冈	1	0.001	
3002313	推回来	1	0.001	
3002314	胡綺	1	0.001	
3002315	前七仔	1	0.001	
3002316	女女香	1	0.001	
3002317	郁美	1	0.001	
3002318	科乖	1	0.001	
3002319	照片奶	1	0.001	
3002320	門瑞瑪席丹	1	0.001	
3002321	崩扣	1	0.001	
3002322	儷軒怡叡	1	0.001	
3002323	彈門	1	0.001	
3002324	喜婆婆	1	0.001	
3002325	老開始	1	0.001	
3002326	惹普	1	0.001	
3002327	老金寶	1	0.001	
3002328	廖化挺	1	0.001	
3002329	眼清目明	1	0.001	
3002330	庵姬	1	0.001	
3002331	香相	1	0.001	
3002332	菸分	1	0.001	
3002333	七澤夢乃	1	0.001	
3002334	杜善衫	1	0.001	
3002335	林殺臉	1	0.001	
3002336	露奶日	1	0.001	
3002337	塑膠日	1	0.001	
3002338	大九滴	1	0.001	
3002339	大木愛	1	0.001	
3002340	餒西八	1	0.001	
3002341	呀涎鎮	1	0.001	
3002342	李居麗	1	0.001	
3002343	貝拉搜尼	1	0.001	
3002344	韓文圖奇	1	0.001	
3002345	餘蛙	1	0.001	
3002346	塑化劑渣	1	0.001	
3002347	薇薇安勒	1	0.001	
3002348	接力力	1	0.001	
3002349	皮卡撐	1	0.001	
3002350	軟莖天	1	0.001	
3002351	降落婆	1	0.001	
3002352	王淨正	1	0.001	
3002353	王淨中	1	0.001	
3002354	毒超	1	0.001	
3002355	淨襄	1	0.001	
3002356	氣質卡	1	0.001	
3002357	蹄妹	1	0.001	
3002358	煙槍妹	1	0.001	
3002359	正正樓	1	0.001	
3002360	大奈館	1	0.001	
3002361	倉本讚	1	0.001	
3002362	乳太	1	0.001	
3002363	馮提摩	1	0.001	
3002364	梁正正	1	0.001	
3002365	超頂臉	1	0.001	
3002366	水戶加奈	1	0.001	
3002367	水戶讚	1	0.001	
3002368	大大解	1	0.001	
3002369	東發樓米	1	0.001	
3002370	滾幫	1	0.001	
3002371	東發囉密	1	0.001	
3002372	騎士團幫	1	0.001	
3002373	讚筍	1	0.001	
3002374	林鄉正	1	0.001	
3002375	佳品香	1	0.001	
3002376	卓董	1	0.001	
3002377	愛莉莎莎耶	1	0.001	
3002378	優版	1	0.001	
3002379	阿朱瑪彩樺姐	1	0.001	
3002380	永烈	1	0.001	
3002381	阿西野七瀨	1	0.001	
3002382	之欲出	1	0.001	
3002383	肌棒	1	0.001	
3002384	推界	1	0.001	
3002385	她正界	1	0.001	
3002386	啦啦賽	1	0.001	
3002387	無瑪	1	0.001	
3002388	鼻唄	1	0.001	
3002389	依娜	1	0.001	
3002390	軒女乃大	1	0.001	
3002391	奧田咲正	1	0.001	
3002392	小倉正豪瑟	1	0.001	
3002393	小倉奈奈立可白	1	0.001	
3002394	小倉錢錢	1	0.001	
3002395	米可黑	1	0.001	
3002396	貼卷門	1	0.001	
3002397	哩蝦	1	0.001	
3002398	俺勃	1	0.001	
3002399	俺柏	1	0.001	
3002400	白戸	1	0.001	
3002401	特寫信	1	0.001	
3002402	歐噴樂	1	0.001	
3002403	本赤旦	1	0.001	
3002404	聖人完	1	0.001	
3002405	彩彩樂	1	0.001	
3002406	彩推推	1	0.001	
3002407	醜子瑜	1	0.001	
3002408	雜妹	1	0.001	
3002409	個妹	1	0.001	
3002410	噁厄	1	0.001	
3002411	香優	1	0.001	
3002412	阿金霖霖	1	0.001	
3002413	艾爾芬妮	1	0.001	
3002414	反派風	1	0.001	
3002415	爆求門	1	0.001	
3002416	愛國臉	1	0.001	
3002417	李鹹冰	1	0.001	
3002418	張安安	1	0.001	
3002419	林襄大改	1	0.001	
3002420	小玥兒	1	0.001	
3002421	阿佩瑾	1	0.001	
3002422	老婆門	1	0.001	
3002423	妈咪	1	0.001	
3002424	二十五三十三十五四十四十五五十五十五	1	0.001	
3002425	門發哥	1	0.001	
3002426	特常	1	0.001	
3002427	修脸	1	0.001	
3002428	祖國香	1	0.001	
3002429	離島腦	1	0.001	
3002430	國代隊	1	0.001	
3002431	好正正	1	0.001	
3002432	泡菜網	1	0.001	
3002433	不滿族	1	0.001	
3002434	嘻嘻族	1	0.001	
3002435	頭髮族	1	0.001	
3002436	沒奶族	1	0.001	
3002437	平脯族	1	0.001	
3002438	平原族	1	0.001	
3002439	擺夷族	1	0.001	
3002440	左右右右右右右左右	1	0.001	
3002441	緒緒正	1	0.001	
3002442	大嘴蛤	1	0.001	
3002443	推正超正	1	0.001	
3002444	芊寶	1	0.001	
3002445	真林奏	1	0.001	
3002446	林之東	1	0.001	
3002447	普人妖	1	0.001	
3002448	滿仙	1	0.001	
3002449	太白鳥	1	0.001	
3002450	有絲	1	0.001	
3002451	姜淶	1	0.001	
3002452	瑞陸版	1	0.001	
3002453	霖黑	1	0.001	
3002454	黏殺	1	0.001	
3002455	康內	1	0.001	
3002456	姜貓	1	0.001	
3002457	體保風	1	0.001	
3002458	綵屎	1	0.001	
3002459	無偶包	1	0.001	
3002460	鼻門牙	1	0.001	
3002461	奶紅色	1	0.001	
3002462	馬不龍	1	0.001	
3002463	阿喜平	1	0.001	
3002464	陳華滴妹	1	0.001	
3002465	蔗豬	1	0.001	
3002466	苞娜苞	1	0.001	
3002467	夜星船篇	1	0.001	
3002468	正正乾	1	0.001	
3002469	舞圈粉	1	0.001	
3002470	繡花手	1	0.001	
3002471	不務正阿	1	0.001	
3002472	邱涵大	1	0.001	
3002473	宋鈕	1	0.001	
3002474	玄彬型	1	0.001	
3002475	善妮	1	0.001	
3002476	小豪哥	1	0.001	
3002477	瓶澎	1	0.001	
3002478	石川凜	1	0.001	
3002479	有淨	1	0.001	
3002480	煙區	1	0.001	
3002481	擛	1	0.001	
3002482	妄娜腿	1	0.001	
3002483	鴇膹	1	0.001	
3002484	雪芙感	1	0.001	
3002485	哩蝦咪咖	1	0.001	
3002486	超假奶	1	0.001	
3002487	歐哎	1	0.001	
3002488	耐斯藏	1	0.001	
3002489	氣質架	1	0.001	
3002490	乃讚	1	0.001	
3002491	化妝術婆	1	0.001	
3002492	娜塔莉波曼綠	1	0.001	
3002493	康斯坦丁阿斯	1	0.001	
3002494	莎曼珊瑪西絲	1	0.001	
3002495	貼門	1	0.001	
3002496	呷西歸	1	0.001	
3002497	安娜山根	1	0.001	
3002498	普雷斯提克	1	0.001	
3002499	嘶辣	1	0.001	
3002500	正秀婷	1	0.001	
3002501	雪茄葉	1	0.001	
3002502	華姐曲	1	0.001	
